system:index,elevation,latitude,longitude,.geo
406,205,41.317426767413146,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.317426767413146]}"
407,161,41.317426767413146,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.31742676741315]}"
408,131,41.317426767413146,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.317426767413146]}"
409,92,41.317426767413146,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.317426767413146]}"
410,75,41.317426767413146,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.317426767413146]}"
411,65,41.317426767413146,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.317426767413146]}"
412,99,41.317426767413146,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.317426767413146]}"
413,79,41.317426767413146,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.317426767413146]}"
414,30,41.317426767413146,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.317426767413146]}"
415,78,41.317426767413146,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.317426767413146]}"
416,92,41.317426767413146,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.317426767413146]}"
417,30,41.317426767413146,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.317426767413146]}"
418,281,41.31293519099255,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.31293519099254]}"
419,108,41.31293519099255,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.31293519099255]}"
420,49,41.31293519099255,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.31293519099255]}"
421,5,41.31293519099255,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.31293519099254]}"
422,0,41.31293519099255,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.31293519099255]}"
423,27,41.31293519099255,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.31293519099255]}"
424,133,41.31293519099255,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.31293519099255]}"
425,135,41.31293519099255,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.31293519099254]}"
426,161,41.31293519099255,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.31293519099255]}"
427,199,41.31293519099255,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.31293519099254]}"
428,184,41.31293519099255,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.31293519099255]}"
429,161,41.31293519099255,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.31293519099255]}"
430,109,41.31293519099255,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.31293519099255]}"
431,61,41.31293519099255,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.31293519099254]}"
432,70,41.31293519099255,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.31293519099255]}"
433,61,41.31293519099255,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.31293519099255]}"
434,49,41.31293519099255,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.31293519099255]}"
435,22,41.31293519099255,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.31293519099255]}"
436,58,41.31293519099255,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.31293519099255]}"
437,54,41.31293519099255,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.31293519099255]}"
438,28,41.31293519099255,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.31293519099255]}"
439,39,41.31293519099255,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.31293519099255]}"
440,237,41.30844361457195,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.30844361457195]}"
441,138,41.30844361457195,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.30844361457195]}"
442,60,41.30844361457195,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.30844361457195]}"
443,7,41.30844361457195,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.30844361457195]}"
444,6,41.30844361457195,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.30844361457195]}"
445,3,41.30844361457195,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.30844361457195]}"
446,12,41.30844361457195,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.30844361457195]}"
447,102,41.30844361457195,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.30844361457195]}"
448,183,41.30844361457195,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.30844361457195]}"
449,218,41.30844361457195,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.30844361457195]}"
450,189,41.30844361457195,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.30844361457195]}"
451,140,41.30844361457195,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.30844361457196]}"
452,85,41.30844361457195,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.30844361457195]}"
453,39,41.30844361457195,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.30844361457195]}"
454,75,41.30844361457195,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.30844361457195]}"
455,49,41.30844361457195,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.30844361457195]}"
456,22,41.30844361457195,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.30844361457195]}"
457,53,41.30844361457195,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.30844361457195]}"
458,37,41.30844361457195,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.30844361457195]}"
459,25,41.30844361457195,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.30844361457195]}"
460,54,41.30844361457195,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.30844361457195]}"
461,69,41.30844361457195,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.30844361457195]}"
462,160,41.30395203815135,-73.99668957457507,"{""type"":""Point"",""coordinates"":[-73.99668957457507,41.30395203815135]}"
463,176,41.30395203815135,-73.99219799815448,"{""type"":""Point"",""coordinates"":[-73.99219799815448,41.30395203815135]}"
464,89,41.30395203815135,-73.98770642173389,"{""type"":""Point"",""coordinates"":[-73.98770642173389,41.30395203815135]}"
465,5,41.30395203815135,-73.98321484531328,"{""type"":""Point"",""coordinates"":[-73.98321484531328,41.303952038151344]}"
466,10,41.30395203815135,-73.9787232688927,"{""type"":""Point"",""coordinates"":[-73.9787232688927,41.30395203815135]}"
467,13,41.30395203815135,-73.97423169247209,"{""type"":""Point"",""coordinates"":[-73.97423169247209,41.30395203815135]}"
468,1,41.30395203815135,-73.9697401160515,"{""type"":""Point"",""coordinates"":[-73.9697401160515,41.30395203815135]}"
469,13,41.30395203815135,-73.96524853963089,"{""type"":""Point"",""coordinates"":[-73.96524853963089,41.30395203815135]}"
470,82,41.30395203815135,-73.9607569632103,"{""type"":""Point"",""coordinates"":[-73.9607569632103,41.30395203815135]}"
471,114,41.30395203815135,-73.9562653867897,"{""type"":""Point"",""coordinates"":[-73.9562653867897,41.303952038151344]}"
472,89,41.30395203815135,-73.9517738103691,"{""type"":""Point"",""coordinates"":[-73.9517738103691,41.30395203815135]}"
473,120,41.30395203815135,-73.9472822339485,"{""type"":""Point"",""coordinates"":[-73.9472822339485,41.30395203815135]}"
474,54,41.30395203815135,-73.94279065752791,"{""type"":""Point"",""coordinates"":[-73.94279065752791,41.30395203815135]}"
475,37,41.30395203815135,-73.9382990811073,"{""type"":""Point"",""coordinates"":[-73.93829908110732,41.303952038151344]}"
476,86,41.30395203815135,-73.93380750468671,"{""type"":""Point"",""coordinates"":[-73.93380750468671,41.303952038151344]}"
477,39,41.30395203815135,-73.92931592826612,"{""type"":""Point"",""coordinates"":[-73.92931592826612,41.30395203815135]}"
478,9,41.30395203815135,-73.92482435184552,"{""type"":""Point"",""coordinates"":[-73.92482435184552,41.30395203815135]}"
479,19,41.30395203815135,-73.92033277542492,"{""type"":""Point"",""coordinates"":[-73.92033277542492,41.30395203815135]}"
480,32,41.30395203815135,-73.91584119900432,"{""type"":""Point"",""coordinates"":[-73.91584119900432,41.30395203815135]}"
481,62,41.30395203815135,-73.91134962258373,"{""type"":""Point"",""coordinates"":[-73.91134962258373,41.30395203815135]}"
482,92,41.30395203815135,-73.90685804616312,"{""type"":""Point"",""coordinates"":[-73.90685804616312,41.30395203815135]}"
483,116,41.30395203815135,-73.90236646974253,"{""type"":""Point"",""coordinates"":[-73.90236646974253,41.30395203815135]}"
